0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.6737156510353088,0.6829584240913391,0.6089915037155151,0.6575465798377991,0.5645708441734314,0.5947695970535278,0.5365395545959473,0.5412320494651794,0.5048332214355469,0.508956789970398,0.6188679933547974,0.477677583694458,0.6040244102478027,0.39932915568351746,0.5973155498504639,0.3502054214477539,0.5936653017997742,0.3085777461528778,0.6595428586006165,0.4677448570728302,0.6605570912361145,0.3769433796405792,0.6634188890457153,0.322589635848999,0.6670238375663757,0.2791453003883362,0.6961967349052429,0.47728514671325684,0.7025014758110046,0.3899378478527069,0.7050924301147461,0.33751291036605835,0.7067804336547852,0.2917553782463074,0.7307714223861694,0.5021502375602722,0.7467445135116577,0.43639785051345825,0.7539606690406799,0.39487090706825256,0.7586684226989746,0.3559592664241791,five
0.6790189743041992,0.6842583417892456,0.6164075136184692,0.6570814847946167,0.5700665712356567,0.5921386480331421,0.5415378212928772,0.5372971296310425,0.5129566788673401,0.5023463368415833,0.6235179305076599,0.47515928745269775,0.6105221509933472,0.39332646131515503,0.605591356754303,0.3434842824935913,0.6028594374656677,0.3007674217224121,0.6650843024253845,0.46575912833213806,0.6702299118041992,0.3727288246154785,0.6752414107322693,0.31721991300582886,0.6800274848937988,0.2730447053909302,0.7020947933197021,0.4765760898590088,0.712410569190979,0.3891703486442566,0.7168939113616943,0.3357734680175781,0.7195583581924438,0.2886996865272522,0.7359493970870972,0.5027248859405518,0.7538204789161682,0.4383070766925812,0.7630191445350647,0.39734160900115967,0.76914381980896,0.3582756519317627,five
0.6778339147567749,0.6845778226852417,0.6148088574409485,0.6558477878570557,0.569576621055603,0.5893016457557678,0.5418440103530884,0.5324797630310059,0.5126923322677612,0.4978439211845398,0.6247636079788208,0.47438669204711914,0.6127090454101562,0.3916705250740051,0.6089094877243042,0.34119462966918945,0.6078264713287354,0.29848653078079224,0.6662642955780029,0.46533825993537903,0.6726332306861877,0.37179499864578247,0.6781416535377502,0.31591466069221497,0.6835655570030212,0.27141422033309937,0.7032856345176697,0.47554880380630493,0.7147594690322876,0.387370228767395,0.7193249464035034,0.33552175760269165,0.7220820188522339,0.2896968126296997,0.7374933362007141,0.5005325078964233,0.7567077875137329,0.4361213445663452,0.7669467329978943,0.3958292007446289,0.7742430567741394,0.3568425178527832,five
0.6768572926521301,0.6844149827957153,0.6128255128860474,0.6547596454620361,0.5674293041229248,0.5896897315979004,0.5399640798568726,0.5336053967475891,0.5119839906692505,0.4974147081375122,0.6233443021774292,0.4738459587097168,0.610816240310669,0.39147835969924927,0.6060221791267395,0.3408128023147583,0.6044641733169556,0.2981069087982178,0.6652680039405823,0.4644591510295868,0.6716047525405884,0.37058478593826294,0.6767999529838562,0.3138728141784668,0.6823052763938904,0.26930326223373413,0.7024152874946594,0.474796324968338,0.7148104906082153,0.38531064987182617,0.7200348973274231,0.3326196074485779,0.7235522270202637,0.286060631275177,0.7363322377204895,0.5003904104232788,0.7563154697418213,0.436090886592865,0.7669076323509216,0.39573782682418823,0.7748203873634338,0.3566911816596985,five
0.6758644580841064,0.6884583830833435,0.610839307308197,0.6597456932067871,0.5653504729270935,0.5955249667167664,0.5376795530319214,0.5398394465446472,0.5095624923706055,0.5022574663162231,0.6223081350326538,0.47833555936813354,0.6097584366798401,0.39590927958488464,0.6043082475662231,0.34538519382476807,0.6022087335586548,0.3029210567474365,0.6644603610038757,0.46943461894989014,0.6703346967697144,0.3751986622810364,0.674960732460022,0.3179128170013428,0.6803333759307861,0.27350521087646484,0.7018686532974243,0.47965291142463684,0.7138382196426392,0.39199763536453247,0.7183305621147156,0.33932745456695557,0.7213414907455444,0.29339712858200073,0.7362072467803955,0.5045571327209473,0.755818784236908,0.4408552050590515,0.7659243941307068,0.4013003706932068,0.7733773589134216,0.3638087511062622,five
0.6738722920417786,0.698360800743103,0.6088604927062988,0.6699998378753662,0.5635254383087158,0.6036568880081177,0.5358138680458069,0.5471139550209045,0.508111834526062,0.5070905685424805,0.6215141415596008,0.48430749773979187,0.6097103357315063,0.4008721709251404,0.6050134897232056,0.3494180738925934,0.6034925580024719,0.3061594069004059,0.6639541387557983,0.4759964644908905,0.6704102158546448,0.3806510269641876,0.675564706325531,0.3229382634162903,0.6812413334846497,0.2778072953224182,0.7020342946052551,0.48712462186813354,0.7141150832176208,0.39709657430648804,0.7188799977302551,0.3437655568122864,0.7223921418190002,0.296933650970459,0.7365880012512207,0.5135174989700317,0.7557737827301025,0.447515070438385,0.7663313150405884,0.4071035385131836,0.7745789885520935,0.3690701723098755,five
0.677213728427887,0.707197368144989,0.6143353581428528,0.677436888217926,0.5687887668609619,0.6105054616928101,0.5405863523483276,0.5519174337387085,0.5113637447357178,0.5119581818580627,0.6258952617645264,0.492249995470047,0.6141617298126221,0.40796148777008057,0.6097866296768188,0.3558669090270996,0.6083263158798218,0.31154000759124756,0.6678366661071777,0.4843212962150574,0.6745097637176514,0.3875764012336731,0.6797650456428528,0.32997146248817444,0.6848992109298706,0.2831355929374695,0.7055284380912781,0.4965193569660187,0.7173215746879578,0.4052862524986267,0.722949743270874,0.35070258378982544,0.726902961730957,0.30253514647483826,0.7399311661720276,0.5250843167304993,0.759834885597229,0.45855939388275146,0.7715353965759277,0.4168688654899597,0.7804681062698364,0.37721681594848633,five
0.6790902614593506,0.712483286857605,0.617447018623352,0.6793964505195618,0.5732347965240479,0.6093906760215759,0.5470252633094788,0.5496461987495422,0.5183293223381042,0.5106984972953796,0.6319130063056946,0.49573788046836853,0.6210147142410278,0.40962934494018555,0.6170444488525391,0.3576315641403198,0.6155160069465637,0.3126892149448395,0.6742801666259766,0.4891003668308258,0.6815301179885864,0.3928385376930237,0.6881868243217468,0.33630263805389404,0.6948720812797546,0.29101794958114624,0.7114610075950623,0.5021334886550903,0.7258175015449524,0.41406598687171936,0.7333183884620667,0.36032456159591675,0.7388908863067627,0.3132272958755493,0.7450870275497437,0.5301840305328369,0.7628034353256226,0.46259555220603943,0.7723029851913452,0.41992029547691345,0.7789245843887329,0.3794586658477783,five
0.6835827827453613,0.7178763747215271,0.6236310005187988,0.680945098400116,0.579535961151123,0.6080947518348694,0.5526323914527893,0.5481118559837341,0.5238766670227051,0.5095181465148926,0.6393371820449829,0.4995904266834259,0.6302158832550049,0.4122556149959564,0.6269192099571228,0.35980603098869324,0.6255261898040771,0.31503140926361084,0.6808350086212158,0.494884192943573,0.6891081929206848,0.3992506265640259,0.6961726546287537,0.3432280719280243,0.7027524709701538,0.2986041307449341,0.7173128724098206,0.5085978507995605,0.7331219911575317,0.4212433099746704,0.741191565990448,0.3686031699180603,0.7469795942306519,0.3228064775466919,0.7501351237297058,0.536860466003418,0.7679007053375244,0.47068989276885986,0.7772700786590576,0.4293721616268158,0.7839666604995728,0.3906390070915222,five
0.6882532238960266,0.7231186628341675,0.6299181580543518,0.6836541295051575,0.588460385799408,0.6079158186912537,0.5626431703567505,0.5470229983329773,0.5338205099105835,0.5090997815132141,0.6503046751022339,0.5032045841217041,0.6431441903114319,0.4160001277923584,0.6405320763587952,0.3640962541103363,0.6395630240440369,0.31960028409957886,0.6905512809753418,0.4994599521160126,0.6993581652641296,0.40251168608665466,0.7069096565246582,0.3453350365161896,0.7140516638755798,0.29996657371520996,0.7259379625320435,0.5143001079559326,0.7410106062889099,0.42552611231803894,0.7487540245056152,0.37166616320610046,0.7544300556182861,0.32530057430267334,0.7578428387641907,0.5435880422592163,0.7745910286903381,0.4766112267971039,0.7832486629486084,0.43331483006477356,0.7894996404647827,0.3927816152572632,five
